spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text	manually_corrected
mineralischer	mineralisch	ADJ	ADJA	nk	Nährstoffe	NOUN	[]	2	b2	5	False
Nährstoffe	Nährstoff	NOUN	NN	ag	Aufnahme	NOUN	[mineralischer]	2	b2	5	False
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Für, Wurzelarchitektur, von, ,, verhalten, .]	2	b2	5	True
die	der	DET	ART	nk	Wurzelarchitektur	NOUN	[]	2	b2	5	False
Wurzelarchitektur	Wurzelarchitektur	NOUN	NN	sb	ist	AUX	[die, von]	2	b2	5	False
von	von	ADP	APPR	mo	ist	AUX	[Bedeutung]	2	b2	5	True
ganz	ganz	ADV	ADV	mo	besonderer	ADJ	[]	2	b2	5	False
besonderer	besonderer	ADJ	ADJA	nk	Bedeutung	NOUN	[ganz]	2	b2	5	False
Bedeutung	Bedeutung	NOUN	NN	nk	von	ADP	[besonderer]	2	b2	5	False
,	--	PUNCT	$,	punct	ist	AUX	[]	2	b2	5	False
weil	weil	SCONJ	KOUS	cp	verhalten	VERB	[]	2	b2	5	False
sich	sich	PRON	PRF	oa	verhalten	VERB	[]	2	b2	5	False
unterschiedliche	unterschiedlich	ADJ	ADJA	nk	Mineralstoffe	NOUN	[]	2	b2	5	False
Mineralstoffe	Mineralstoff	NOUN	NN	sb	verhalten	VERB	[unterschiedliche]	2	b2	5	False
ganz	ganz	ADV	ADV	mo	verschieden	ADV	[]	2	b2	5	False
verschieden	verschieden	ADV	ADJD	mo	verhalten	VERB	[ganz]	2	b2	5	False
verhalten	verhalten	VERB	VVFIN	mo	ist	AUX	[weil, sich, Mineralstoffe, verschieden, und]	2	b2	5	False
und	und	CCONJ	KON	cd	verhalten	VERB	[werden]	2	b2	5	False
durch	durch	ADP	APPR	mo	gehalten	VERB	[Kräfte]	2	b2	5	False
verschiedenartige	verschiedenartig	ADJ	ADJA	nk	Kräfte	NOUN	[]	2	b2	5	False
Kräfte	Kraft	NOUN	NN	nk	durch	ADP	[verschiedenartige]	2	b2	5	True
im	in	ADP	APPRART	mo	gehalten	VERB	[Boden]	2	b2	5	True
Boden	Boden	NOUN	NN	nk	im	ADP	[]	2	b2	5	False
gehalten	halten	VERB	VVPP	oc	werden	AUX	[durch, im]	2	b2	5	True
werden	werden	AUX	VAFIN	cj	und	CCONJ	[gehalten]	2	b2	5	False
.	--	PUNCT	$.	punct	ist	AUX	[]	2	b2	5	False
Nitrationen	Nitration	NOUN	NN	sb	diffundieren	VERB	[]	2	b2	6	False
diffundieren	diffundieren	VERB	VVFIN	ROOT	diffundieren	VERB	[Nitrationen, schnell, im, .]	2	b2	6	False
schnell	schnell	ADV	ADJD	mo	diffundieren	VERB	[]	2	b2	6	False
im	in	ADP	APPRART	mo	diffundieren	VERB	[Bodenwasser]	2	b2	6	False
Bodenwasser	Bodenwasser	NOUN	NN	nk	im	ADP	[]	2	b2	6	False
.	--	PUNCT	$.	punct	diffundieren	VERB	[]	2	b2	6	False
Stark	stark	ADV	ADJD	mo	transpirierende	ADJ	[]	2	b2	7	False
transpirierende	transpirierend	ADJ	ADJA	nk	Pflanzen	NOUN	[Stark]	2	b2	7	False
Pflanzen	Pflanze	NOUN	NN	sb	können	AUX	[transpirierende]	2	b2	7	False
können	können	AUX	VMFIN	ROOT	können	AUX	[Pflanzen, transportieren, .]	2	b2	7	False
Nitrat	Nitrat	NOUN	NN	oa	transportieren	VERB	[]	2	b2	7	False
schneller	schnell	ADV	ADJD	mo	transportieren	VERB	[]	2	b2	7	False
zur	zu	ADP	APPRART	mo	transportieren	VERB	[Wurzeloberfläche]	2	b2	7	False
Wurzeloberfläche	Wurzeloberfläche	NOUN	NN	nk	zur	ADP	[]	2	b2	7	False
transportieren	transportieren	VERB	VVINF	oc	können	AUX	[Nitrat, schneller, zur, ,, können]	2	b2	7	False
,	--	PUNCT	$,	punct	transportieren	VERB	[]	2	b2	7	False
als	als	SCONJ	KOKOM	cp	können	AUX	[]	2	b2	7	False
sie	sie	PRON	PPER	sb	können	AUX	[]	2	b2	7	False
es	es	PRON	PPER	oa	anreichern	VERB	[]	2	b2	7	False
im	in	ADP	APPRART	mo	anreichern	VERB	[Pflanzenkörper]	2	b2	7	False
Pflanzenkörper	Pflanzenkörper	NOUN	NN	nk	im	ADP	[]	2	b2	7	False
anreichern	anreichern	VERB	VVINF	oc	können	AUX	[es, im]	2	b2	7	False
können	können	AUX	VMFIN	mo	transportieren	VERB	[als, sie, anreichern]	2	b2	7	False
.	--	PUNCT	$.	punct	können	AUX	[]	2	b2	7	False
Andere	anderer	ADJ	ADJA	nk	Mineralstoffe	NOUN	[]	2	b2	8	False
essenzielle	essenziell	ADJ	ADJA	nk	Mineralstoffe	NOUN	[]	2	b2	8	False
Mineralstoffe	Mineralstoff	NOUN	NN	sb	sind	AUX	[Andere, essenzielle, wie]	2	b2	8	False
wie	wie	ADP	KOKOM	cc	Mineralstoffe	NOUN	[Phosphat]	2	b2	8	True
Phosphat	Phosphat	NOUN	NN	nk	wie	ADP	[]	2	b2	8	True
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Mineralstoffe, gebunden, ,, haben, .]	2	b2	8	False
jedoch	jedoch	ADV	ADV	mo	gebunden	VERB	[]	2	b2	8	False
fest	fest	ADV	ADJD	mo	gebunden	VERB	[]	2	b2	8	False
im	in	ADP	APPRART	mo	gebunden	VERB	[Boden]	2	b2	8	False
Boden	Boden	NOUN	NN	nk	im	ADP	[]	2	b2	8	False
gebunden	binden	VERB	VVPP	oc	sind	AUX	[jedoch, fest, im]	2	b2	8	False
,	--	PUNCT	$,	punct	sind	AUX	[]	2	b2	8	False
sie	sie	PRON	PPER	sb	haben	VERB	[]	2	b2	8	False
haben	haben	VERB	VAFIN	cj	sind	AUX	[sie, Diffusionskoeffizienten]	2	b2	8	False
niedrige	niedrig	ADJ	ADJA	nk	Diffusionskoeffizienten	NOUN	[]	2	b2	8	False
Diffusionskoeffizienten	Diffusionskoeffizient	NOUN	NN	oa	haben	VERB	[niedrige]	2	b2	8	False
.	--	PUNCT	$.	punct	sind	AUX	[]	2	b2	8	False
Die	der	DET	ART	nk	Phosphatverarmungszonen	NOUN	[]	2	b2	9	False
Phosphatverarmungszonen	Phosphatverarmungszon	NOUN	NN	sb	überlappen	VERB	[Die, von]	2	b2	9	False
von	von	ADP	APPR	pg	Phosphatverarmungszonen	NOUN	[Wurzeln]	2	b2	9	False
zwei	zwei	NUM	CARD	nk	Wurzeln	NOUN	[]	2	b2	9	False
Wurzeln	Wurzel	NOUN	NN	nk	von	ADP	[zwei, ,, sind]	2	b2	9	False
,	--	PUNCT	$,	punct	Wurzeln	NOUN	[]	2	b2	9	False
die	der	PRON	PRELS	sb	sind	AUX	[]	2	b2	9	False
sehr	sehr	ADV	ADV	mo	nah	ADV	[]	2	b2	9	False
nah	nah	ADV	ADJD	mo	beieinander	ADV	[sehr]	2	b2	9	False
beieinander	beieinand	ADV	ADV	pd	sind	AUX	[nah]	2	b2	9	False
sind	sein	AUX	VAFIN	rc	Wurzeln	NOUN	[die, beieinander]	2	b2	9	False
,	--	PUNCT	$,	punct	überlappen	VERB	[]	2	b2	9	False
überlappen	überlappen	VERB	VVFIN	ROOT	überlappen	VERB	[Phosphatverarmungszonen, ,, sich, kaum, und, .]	2	b2	9	True
sich	sich	PRON	PRF	oa	überlappen	VERB	[]	2	b2	9	False
kaum	kaum	ADV	ADV	mo	überlappen	VERB	[]	2	b2	9	True
und	und	CCONJ	KON	cd	überlappen	VERB	[erhöht]	2	b2	9	True
ein	ein	DET	ART	nk	Wurzelsystem	NOUN	[]	2	b2	9	False
reich	reich	ADV	ADJD	mo	verzweigtes	ADJ	[]	2	b2	9	False
verzweigtes	verzweigt	ADJ	ADJA	nk	Wurzelsystem	NOUN	[reich]	2	b2	9	False
Wurzelsystem	Wurzelsystem	NOUN	NN	sb	erhöht	VERB	[ein, verzweigtes]	2	b2	9	True
erhöht	erhöhen	VERB	VVFIN	mo	und	CCONJ	[Wurzelsystem, Phosphataufnahme, bei, daher, enorm]	2	b2	9	True
die	der	DET	ART	nk	Phosphataufnahme	NOUN	[]	2	b2	9	False
Phosphataufnahme	Phosphataufnahme	NOUN	NN	oa	erhöht	VERB	[die]	2	b2	9	False
bei	bei	ADP	APPR	mo	erhöht	VERB	[Phosphatversorgung]	2	b2	9	False
knapper	knapp	ADJ	ADJA	nk	Phosphatversorgung	NOUN	[]	2	b2	9	False
Phosphatversorgung	Phosphatversorgung	NOUN	NN	nk	bei	ADP	[knapper]	2	b2	9	False
daher	daher	ADV	PROAV	mo	erhöht	VERB	[]	2	b2	9	False
enorm	enorm	ADV	ADJD	mo	erhöht	VERB	[]	2	b2	9	False
.	--	PUNCT	$.	punct	überlappen	VERB	[]	2	b2	9	False
Ein	ein	DET	ART	nk	Wurzelsystem	NOUN	[]	2	b2	10	False
extensiv	extensiv	ADV	ADJD	mo	ausgebildetes	ADJ	[]	2	b2	10	False
ausgebildetes	ausgebildet	ADJ	ADJA	nk	Wurzelsystem	NOUN	[extensiv]	2	b2	10	False
Wurzelsystem	Wurzelsystem	NOUN	NN	sb	kann	AUX	[Ein, ausgebildetes, mit]	2	b2	10	False
mit	mit	ADP	APPR	mnr	Wurzelsystem	NOUN	[Zwischenräumen]	2	b2	10	False
größeren	groß	ADJ	ADJA	nk	Zwischenräumen	NOUN	[]	2	b2	10	False
Zwischenräumen	Zwischenräume	NOUN	NN	nk	mit	ADP	[größeren, dagegen]	2	b2	10	False
dagegen	dagegen	ADV	PROAV	mnr	Zwischenräumen	NOUN	[]	2	b2	10	False
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Wurzelsystem, Nitrataufnahme, maximieren, .]	2	b2	10	False
die	der	DET	ART	nk	Nitrataufnahme	NOUN	[]	2	b2	10	False
Nitrataufnahme	Nitrataufnahme	NOUN	NN	ao	kann	AUX	[die]	2	b2	10	True
maximieren	maximieren	VERB	VVINF	oc	kann	AUX	[]	2	b2	10	False
.	--	PUNCT	$.	punct	kann	AUX	[]	2	b2	10	False
In	in	ADP	APPR	mo	veranlasst	VERB	[Rekombinationsreparatur]	1	b1	1	False
der	der	DET	ART	nk	Rekombinationsreparatur	NOUN	[]	1	b1	1	False
homologen	homolog	ADJ	ADJA	nk	Rekombinationsreparatur	NOUN	[]	1	b1	1	False
Rekombinationsreparatur	Rekombinationsreparatur	NOUN	NN	nk	In	ADP	[der, homologen]	1	b1	1	False
veranlasst	veranlassen	VERB	VVFIN	ROOT	veranlasst	VERB	[In, RecA, in, Auflösung, :]	1	b1	1	False
RecA	RecA	NOUN	NE	sb	veranlasst	VERB	[]	1	b1	1	False
in	in	ADP	APPR	mo	veranlasst	VERB	[Verbindung]	1	b1	1	False
Verbindung	Verbindung	NOUN	NN	nk	in	ADP	[mit]	1	b1	1	False
mit	mit	ADP	APPR	op	Verbindung	NOUN	[Reihe]	1	b1	1	False
einer	ein	DET	ART	nk	Reihe	NOUN	[]	1	b1	1	False
Reihe	Reihe	NOUN	NN	nk	mit	ADP	[einer, Proteine]	1	b1	1	False
weiterer	weit	ADJ	ADJA	nk	Proteine	NOUN	[]	1	b1	1	False
Proteine	Protein	NOUN	NN	ag	Reihe	NOUN	[weiterer]	1	b1	1	False
die	der	DET	ART	nk	Auflösung	NOUN	[]	1	b1	1	False
Auflösung	Auflösung	NOUN	NN	oa	veranlasst	VERB	[die, Replikationsgabel]	1	b1	1	False
der	der	DET	ART	nk	Replikationsgabel	NOUN	[]	1	b1	1	False
angehaltenen	angehalten	ADJ	ADJA	nk	Replikationsgabel	NOUN	[]	1	b1	1	False
Replikationsgabel	Replikationsgabel	NOUN	NN	ag	Auflösung	NOUN	[der, angehaltenen]	1	b1	1	False
:	--	PUNCT	$.	punct	veranlasst	VERB	[]	1	b1	1	False
Kommt	kommen	VERB	VVFIN	mo	löst	VERB	[Replikationskomplex, an]	1	b1	2	False
der	der	DET	ART	nk	Replikationskomplex	NOUN	[]	1	b1	2	False
Replikationskomplex	Replikationskomplex	NOUN	NN	sb	Kommt	VERB	[der]	1	b1	2	False
an	an	ADP	APPR	mo	Kommt	VERB	[DNA-Stelle]	1	b1	2	False
eine	ein	DET	ART	nk	DNA-Stelle	NOUN	[]	1	b1	2	False
schadhafte	schadhaft	ADJ	ADJA	nk	DNA-Stelle	NOUN	[]	1	b1	2	False
DNA-Stelle	DNA-Stelle	NOUN	NN	nk	an	ADP	[eine, schadhafte]	1	b1	2	False
,	--	PUNCT	$,	punct	löst	VERB	[]	1	b1	2	False
löst	lösen	VERB	VVFIN	ROOT	löst	VERB	[Kommt, ,, er, sich, und, .]	1	b1	2	False
er	er	PRON	PPER	sb	löst	VERB	[]	1	b1	2	False
sich	sich	PRON	PRF	oa	löst	VERB	[]	1	b1	2	False
und	und	CCONJ	KON	cd	löst	VERB	[überspringt]	1	b1	2	False
überspringt	überspringen	VERB	VVFIN	cj	und	CCONJ	[Schaden, ,, fortzufahren]	1	b1	2	False
den	der	DET	ART	nk	Schaden	NOUN	[]	1	b1	2	False
Schaden	Schaden	NOUN	NN	oa	überspringt	VERB	[den]	1	b1	2	False
,	--	PUNCT	$,	punct	überspringt	VERB	[]	1	b1	2	False
um	um	SCONJ	KOUI	cp	fortzufahren	VERB	[]	1	b1	2	False
an	an	ADP	APPR	mo	fortzufahren	VERB	[Stelle]	1	b1	2	False
anderer	anderer	ADJ	ADJA	nk	Stelle	NOUN	[]	1	b1	2	False
Stelle	Stelle	NOUN	NN	nk	an	ADP	[anderer]	1	b1	2	False
fortzufahren	fortfahren	VERB	VVIZU	mo	überspringt	VERB	[um, an]	1	b1	2	False
.	--	PUNCT	$.	punct	löst	VERB	[]	1	b1	2	False
Es	es	PRON	PPER	ph	entsteht	VERB	[]	1	b1	3	False
entsteht	entstehen	VERB	VVFIN	ROOT	entsteht	VERB	[Es, Replikationslücke, .]	1	b1	3	False
eine	ein	DET	ART	nk	Replikationslücke	NOUN	[]	1	b1	3	False
Replikationslücke	Replikationslücke	NOUN	NN	sb	entsteht	VERB	[eine, im, kann]	1	b1	3	True
im	in	ADP	APPRART	mnr	Replikationslücke	NOUN	[Tochterstrang]	1	b1	3	False
Tochterstrang	Tochterstrang	NOUN	NN	nk	im	ADP	[,,]	1	b1	3	False
,	--	PUNCT	$,	punct	Tochterstrang	NOUN	[]	1	b1	3	False
die	der	PRON	PRELS	sb	kann	AUX	[]	1	b1	3	False
über	über	ADP	ADV	mo	800	NUM	[]	1	b1	3	False
800	800	NUM	CARD	nk	Basen	NOUN	[über]	1	b1	3	False
Basen	Base	NOUN	NN	oa	umfassen	VERB	[800]	1	b1	3	False
umfassen	umfassen	VERB	VVINF	oc	kann	AUX	[Basen]	1	b1	3	False
kann	können	AUX	VMFIN	rc	Replikationslücke	NOUN	[die, umfassen]	1	b1	3	True
.	--	PUNCT	$.	punct	entsteht	VERB	[]	1	b1	3	False
Bei	bei	ADP	APPR	mo	bindet	VERB	[Reparatur]	1	b1	4	False
der	der	DET	ART	nk	Reparatur	NOUN	[]	1	b1	4	False
""""	--	PUNCT	$LRB	punct	Reparatur	NOUN	[]	1	b1	4	False
rekombinatorischen	rekombinatorisch	ADJ	ADJA	nk	Reparatur	NOUN	[]	1	b1	4	False
Reparatur	Reparatur	NOUN	NN	nk	Bei	ADP	"[der, "", rekombinatorischen, ""]"	1	b1	4	False
""""	--	PUNCT	$LRB	punct	Reparatur	NOUN	[]	1	b1	4	False
bindet	binden	VERB	VVFIN	ROOT	bindet	VERB	[Bei, RecA-Protein, an, links, und, .]	1	b1	4	False
das	der	DET	ART	nk	RecA-Protein	NOUN	[]	1	b1	4	False
RecA-Protein	RecA-Protein	NOUN	NN	sb	bindet	VERB	[das]	1	b1	4	False
an	an	ADP	APPR	mo	bindet	VERB	[Einzelstrang-DNA-Enden]	1	b1	4	False
die	der	DET	ART	nk	Einzelstrang-DNA-Enden	NOUN	[]	1	b1	4	False
Einzelstrang-DNA-Enden	Einzelstrang-DNA-Ende	NOUN	NN	nk	an	ADP	[die]	1	b1	4	False
links	links	ADV	ADV	mo	bindet	VERB	[und, Replikationslücke]	1	b1	4	True
und	und	CCONJ	KON	cd	links	ADV	[rechts]	1	b1	4	True
rechts	rechts	ADV	ADV	cj	und	CCONJ	[]	1	b1	4	False
der	der	DET	ART	nk	Replikationslücke	NOUN	[]	1	b1	4	False
Replikationslücke	Replikationslücke	NOUN	NN	nk	links	ADV	[der]	1	b1	4	True
und	und	CCONJ	KON	cd	bindet	VERB	[sucht]	1	b1	4	False
sucht	suchen	VERB	VVFIN	cj	und	CCONJ	[Schwesterchromatide, nach, ab]	1	b1	4	False
die	der	DET	ART	nk	Schwesterchromatide	NOUN	[]	1	b1	4	False
Schwesterchromatide	Schwesterchromatide	NOUN	NN	oa	sucht	VERB	[die, oder]	1	b1	4	False
oder	oder	CCONJ	KON	cd	Schwesterchromatide	NOUN	[Chromosom]	1	b1	4	False
das	der	DET	ART	nk	Chromosom	NOUN	[]	1	b1	4	False
homologe	homolog	ADJ	ADJA	nk	Chromosom	NOUN	[]	1	b1	4	False
Chromosom	Chromosom	NOUN	NN	cj	oder	CCONJ	[das, homologe]	1	b1	4	False
nach	nach	ADP	APPR	mo	sucht	VERB	[Sequenzen]	1	b1	4	False
homologen	homolog	ADJ	ADJA	nk	Sequenzen	NOUN	[]	1	b1	4	False
Sequenzen	Sequenz	NOUN	NN	nk	nach	ADP	[homologen]	1	b1	4	False
ab	ab	ADP	PTKVZ	svp	sucht	VERB	[]	1	b1	4	False
.	--	PUNCT	$.	punct	bindet	VERB	[]	1	b1	4	False
Ist	sein	AUX	VAFIN	mo	dringt	VERB	[Stelle, gefunden]	1	b1	5	False
eine	ein	DET	ART	nk	Stelle	NOUN	[]	1	b1	5	False
solche	solcher	DET	PIAT	nk	Stelle	NOUN	[]	1	b1	5	False
Stelle	Stelle	NOUN	NN	sb	Ist	AUX	[eine, solche]	1	b1	5	False
gefunden	finden	VERB	VVPP	oc	Ist	AUX	[]	1	b1	5	False
,	--	PUNCT	$,	punct	dringt	VERB	[]	1	b1	5	False
dringt	dringen	VERB	VVFIN	ROOT	dringt	VERB	[Ist, ,, Komplex, in, ein, ,, verdrängt, .]	1	b1	5	False
der	der	DET	ART	nk	Komplex	NOUN	[]	1	b1	5	False
Komplex	Komplex	NOUN	NN	sb	dringt	VERB	[der]	1	b1	5	False
in	in	ADP	APPR	mo	dringt	VERB	[Doppelhelix]	1	b1	5	False
die	der	DET	ART	nk	Doppelhelix	PROPN	[]	1	b1	5	False
Doppelhelix	Doppelhelix	PROPN	NN	nk	in	ADP	[die]	1	b1	5	False
ein	ein	ADV	PTKVZ	svp	dringt	VERB	[]	1	b1	5	False
,	--	PUNCT	$,	punct	dringt	VERB	[]	1	b1	5	False
verdrängt	verdrängen	VERB	VVFIN	cj	dringt	VERB	[homologen, und]	1	b1	5	False
den	der	DET	ART	nk	Strang	NOUN	[]	1	b1	5	True
homologen	Homolog	NOUN	ADJA	nk	Strang 	NOUN	[]	1	b1	5	True
und	und	CCONJ	KON	cd	verdrängt	VERB	[bindet]	1	b1	5	False
bindet	binden	VERB	VVFIN	cj	und	CCONJ	[Strang]	1	b1	5	False
den	der	DET	ART	nk	Strang	NOUN	[]	1	b1	5	False
komplementären	komplementär	ADJ	ADJA	nk	Strang	NOUN	[]	1	b1	5	False
Strang	Strang	NOUN	NN	oa	bindet	VERB	[den, homologen, den, komplementären]	1	b1	5	True
.	--	PUNCT	$.	punct	dringt	VERB	[]	1	b1	5	False
Dieser	dieser	PRON	PDS	sb	dient	VERB	[]	1	b1	6	False
dient	dienen	VERB	VVFIN	ROOT	dient	VERB	[Dieser, dann, als, zum, .]	1	b1	6	False
dann	dann	ADV	ADV	mo	dient	VERB	[]	1	b1	6	False
als	als	ADP	APPR	mo	dient	VERB	[Matrize]	1	b1	6	False
Matrize	Matriz	NOUN	NN	nk	als	ADP	[]	1	b1	6	False
zum	zu	ADP	APPRART	mo	dient	VERB	[Auffüllen]	1	b1	6	False
Auffüllen	auffüllen	NOUN	NN	nk	zum	ADP	[Replikationslücke]	1	b1	6	False
der	der	DET	ART	nk	Replikationslücke	NOUN	[]	1	b1	6	False
Replikationslücke	Replikationslück	NOUN	NN	ag	Auffüllen	NOUN	[der]	1	b1	6	False
.	--	PUNCT	$.	punct	dient	VERB	[]	1	b1	6	False
Der	der	DET	ART	nk	Strang	NOUN	[]	1	b1	7	False
verdrängte	verdrängen	ADJ	ADJA	nk	Strang	NOUN	[]	1	b1	7	False
Strang	Strang	NOUN	NN	sb	paart	ADV	[Der, verdrängte]	1	b1	7	False
paart	paaren	ADV	VVFIN	ROOT	paart	ADV	[Strang, sich, mit, .]	1	b1	7	False
sich	sich	PRON	PRF	oa	paart	ADV	[]	1	b1	7	False
mit	mit	ADP	APPR	mo	paart	ADV	[Strang]	1	b1	7	False
dem	der	DET	ART	nk	Strang	NOUN	[]	1	b1	7	False
Strang	Strang	NOUN	NN	nk	mit	ADP	[dem, ,, aufweist]	1	b1	7	False
,	--	PUNCT	$,	punct	Strang	NOUN	[]	1	b1	7	False
der	der	PRON	PRELS	sb	aufweist	VERB	[]	1	b1	7	False
den	der	DET	ART	nk	DNA-Schaden	NOUN	[]	1	b1	7	False
DNA-Schaden	DNA-Schad	NOUN	NN	da	aufweist	VERB	[den]	1	b1	7	False
aufweist	aufweist	VERB	VVFIN	rc	Strang	NOUN	[der, DNA-Schaden]	1	b1	7	False
.	--	PUNCT	$.	punct	paart	ADV	[]	1	b1	7	False
Durch	durch	ADP	APPR	mo	bilden	VERB	[Endonuklease-Schnitte]	1	b1	8	False
Endonuklease-Schnitte	Endonuklease-Schnitte	NOUN	NN	nk	Durch	ADP	[und]	1	b1	8	False
und	und	CCONJ	KON	cd	Endonuklease-Schnitte	NOUN	[Ligation]	1	b1	8	False
anschließende	anschließend	ADJ	ADJA	nk	Ligation	NOUN	[]	1	b1	8	False
Ligation	Ligation	NOUN	NN	cj	und	CCONJ	[anschließende]	1	b1	8	False
bilden	bilden	VERB	VVFIN	ROOT	bilden	VERB	[Durch, sich, letztendlich, wieder, Doppelhelices, aus, .]	1	b1	8	False
sich	sich	PRON	PRF	oa	bilden	VERB	[]	1	b1	8	False
letztendlich	letztendlich	ADV	ADV	mo	bilden	VERB	[]	1	b1	8	False
wieder	wieder	ADV	ADV	mo	bilden	VERB	[]	1	b1	8	False
zwei	zwei	NUM	CARD	nk	Doppelhelices	NOUN	[]	1	b1	8	False
komplette	komplett	ADJ	ADJA	nk	Doppelhelices	NOUN	[]	1	b1	8	False
Doppelhelices	Doppelhelices	NOUN	NN	sb	bilden	VERB	[zwei, komplette]	1	b1	8	False
aus	aus	ADP	PTKVZ	svp	bilden	VERB	[]	1	b1	8	False
.	--	PUNCT	$.	punct	bilden	VERB	[]	1	b1	8	False
Zu	zu	PART	PTKZU	pm	beachten	VERB	[]	1	b1	9	False
beachten	beachten	VERB	VVINF	oc	ist	AUX	[Zu]	1	b1	9	False
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[beachten, ,, wird, .]	1	b1	9	False
,	--	PUNCT	$,	punct	ist	AUX	[]	1	b1	9	False
dass	dass	SCONJ	KOUS	cp	wird	AUX	[]	1	b1	9	False
der	der	DET	ART	nk	DNA-Schaden	NOUN	[]	1	b1	9	False
ursprüngliche	ursprünglich	ADJ	ADJA	nk	DNA-Schaden	NOUN	[]	1	b1	9	False
DNA-Schaden	DNA-Schad	NOUN	NN	sb	wird	AUX	[der, ursprüngliche]	1	b1	9	False
bei	bei	ADP	APPR	mo	behoben	VERB	[Reparatur]	1	b1	9	False
dieser	dieser	DET	PDAT	nk	Reparatur	NOUN	[]	1	b1	9	False
Reparatur	Reparatur	NOUN	NN	nk	bei	ADP	[dieser]	1	b1	9	False
nicht	nicht	PART	PTKNEG	ng	behoben	VERB	[]	1	b1	9	False
behoben	beheben	VERB	VVPP	oc	wird	AUX	[bei, nicht]	1	b1	9	False
wird	werden	AUX	VAFIN	sb	ist	AUX	[dass, DNA-Schaden, behoben, ,, sondern]	1	b1	9	False
,	--	PUNCT	$,	punct	wird	AUX	[]	1	b1	9	False
sondern	sondern	CCONJ	KON	cd	wird	AUX	[Lücke]	1	b1	9	False
nur	nur	ADV	ADV	mo	Lücke	NOUN	[]	1	b1	9	False
die	der	DET	ART	nk	Lücke	NOUN	[]	1	b1	9	False
Lücke	Lücke	NOUN	NN	cj	sondern	CCONJ	[nur, die, im]	1	b1	9	False
im	in	ADP	APPRART	mnr	Lücke	NOUN	[Tochterstrang]	1	b1	9	False
Tochterstrang	Tochterstrang	NOUN	NN	nk	im	ADP	[]	1	b1	9	False
.	--	PUNCT	$.	punct	ist	AUX	[]	1	b1	9	False
In	in	ADP	APPR	mo	ist	AUX	[Hefen]	1	b1	10	False
Hefen	Hefen	NOUN	NN	nk	In	ADP	[und]	1	b1	10	False
und	und	CCONJ	KON	cd	Hefen	NOUN	[Eukaryoten]	1	b1	10	False
höheren	hoch	ADJ	ADJA	nk	Eukaryoten	NOUN	[]	1	b1	10	False
Eukaryoten	Eukaryot	NOUN	NN	cj	und	CCONJ	[höheren]	1	b1	10	False
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[In, System, in, ebenfalls, vorhanden, .]	1	b1	10	False
dieses	dieser	DET	PDAT	nk	System	NOUN	[]	1	b1	10	False
System	System	NOUN	NN	sb	ist	AUX	[dieses]	1	b1	10	False
in	in	ADP	APPR	mo	ist	AUX	[Form]	1	b1	10	False
ähnlicher	ähnlich	ADJ	ADJA	nk	Form	NOUN	[]	1	b1	10	False
Form	Form	NOUN	NN	nk	in	ADP	[ähnlicher]	1	b1	10	False
ebenfalls	ebenfalls	ADV	ADV	mo	ist	AUX	[]	1	b1	10	False
vorhanden	vorhanden	ADV	ADJD	pd	ist	AUX	[]	1	b1	10	False
.	--	PUNCT	$.	punct	ist	AUX	[]	1	b1	10	False
Photonische	Photonische	ADJ	ADJA	nk	Kristalle	NOUN	[]	8	p2	1	False
Kristalle	Kristalle	NOUN	NN	sb	sind	AUX	[Photonische]	8	p2	1	False
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Kristalle, räumlich, Anordnungen, .]	8	p2	1	False
räumlich	räumlich	ADV	ADJD	mo	sind	AUX	[]	8	p2	1	False
periodische	periodisch	ADJ	ADJA	nk	Anordnungen	NOUN	[]	8	p2	1	False
Anordnungen	Anordnung	NOUN	NN	pd	sind	AUX	[periodische, von, mit]	8	p2	1	False
von	von	ADP	APPR	pg	Anordnungen	NOUN	[Medien]	8	p2	1	False
dielektrischen	dielektrisch	ADJ	ADJA	nk	Medien	NOUN	[]	8	p2	1	False
Medien	Medium	NOUN	NN	nk	von	ADP	[dielektrischen]	8	p2	1	False
mit	mit	ADP	APPR	mnr	Anordnungen	NOUN	[Dielektrizitätskonstante]	8	p2	1	False
unterschiedlicher	unterschiedlich	ADJ	ADJA	nk	Dielektrizitätskonstante	NOUN	[]	8	p2	1	False
Dielektrizitätskonstante	Dielektrizitätskonstante	NOUN	NN	nk	mit	ADP	[unterschiedlicher, und]	8	p2	1	False
und	und	CCONJ	KON	cd	Dielektrizitätskonstante	NOUN	[Brechzahlen]	8	p2	1	False
damit	damit	ADV	PROAV	mo	unterschiedlichen	ADJ	[]	8	p2	1	False
unterschiedlichen	unterschiedlich	ADJ	ADJA	nk	Brechzahlen	NOUN	[damit]	8	p2	1	False
Brechzahlen	Brechzahle	NOUN	NN	cj	und	CCONJ	[unterschiedlichen]	8	p2	1	False
.	--	PUNCT	$.	punct	sind	AUX	[]	8	p2	1	False
