spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text
im	in	ADP	APPRART	mo	diffundieren	VERB	[Bodenwasser]	2	b2	6
Bodenwasser	Bodenwasser	NOUN	NN	nk	im	ADP	[]	2	b2	6
.	--	PUNCT	$.	punct	diffundieren	VERB	[]	2	b2	6
Stark	stark	ADV	ADJD	mo	transpirierende	ADJ	[]	2	b2	7
transpirierende	transpirierend	ADJ	ADJA	nk	Pflanzen	NOUN	[Stark]	2	b2	7
Pflanzen	Pflanze	NOUN	NN	sb	können	AUX	[transpirierende]	2	b2	7
können	können	AUX	VMFIN	ROOT	können	AUX	[Pflanzen, transportieren, .]	2	b2	7
Nitrat	Nitrat	NOUN	NN	oa	transportieren	VERB	[]	2	b2	7
schneller	schnell	ADV	ADJD	mo	transportieren	VERB	[]	2	b2	7
zur	zu	ADP	APPRART	mo	transportieren	VERB	[Wurzeloberfläche]	2	b2	7
Wurzeloberfläche	Wurzeloberfläche	NOUN	NN	nk	zur	ADP	[]	2	b2	7
transportieren	transportieren	VERB	VVINF	oc	können	AUX	[Nitrat, schneller, zur, ,, können]	2	b2	7
,	--	PUNCT	$,	punct	transportieren	VERB	[]	2	b2	7
als	als	SCONJ	KOKOM	cp	können	AUX	[]	2	b2	7
sie	sie	PRON	PPER	sb	können	AUX	[]	2	b2	7
es	es	PRON	PPER	oa	anreichern	VERB	[]	2	b2	7
im	in	ADP	APPRART	mo	anreichern	VERB	[Pflanzenkörper]	2	b2	7
Pflanzenkörper	Pflanzenkörper	NOUN	NN	nk	im	ADP	[]	2	b2	7
anreichern	anreichern	VERB	VVINF	oc	können	AUX	[es, im]	2	b2	7
können	können	AUX	VMFIN	mo	transportieren	VERB	[als, sie, anreichern]	2	b2	7
.	--	PUNCT	$.	punct	können	AUX	[]	2	b2	7
Andere	anderer	ADJ	ADJA	nk	Mineralstoffe	NOUN	[]	2	b2	8
essenzielle	essenziell	ADJ	ADJA	nk	Mineralstoffe	NOUN	[]	2	b2	8
Mineralstoffe	Mineralstoff	NOUN	NN	sb	sind	AUX	[Andere, essenzielle, wie]	2	b2	8
wie	wie	ADP	KOKOM	cd	Mineralstoffe	NOUN	[Phosphat]	2	b2	8
Phosphat	Phosphat	NOUN	NN	cj	wie	ADP	[]	2	b2	8
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Mineralstoffe, gebunden, ,, haben, .]	2	b2	8
jedoch	jedoch	ADV	ADV	mo	gebunden	VERB	[]	2	b2	8
fest	fest	ADV	ADJD	mo	gebunden	VERB	[]	2	b2	8
im	in	ADP	APPRART	mo	gebunden	VERB	[Boden]	2	b2	8
Boden	Boden	NOUN	NN	nk	im	ADP	[]	2	b2	8
gebunden	binden	VERB	VVPP	oc	sind	AUX	[jedoch, fest, im]	2	b2	8
,	--	PUNCT	$,	punct	sind	AUX	[]	2	b2	8
sie	sie	PRON	PPER	sb	haben	VERB	[]	2	b2	8
haben	haben	VERB	VAFIN	cj	sind	AUX	[sie, Diffusionskoeffizienten]	2	b2	8
niedrige	niedrig	ADJ	ADJA	nk	Diffusionskoeffizienten	NOUN	[]	2	b2	8
Diffusionskoeffizienten	Diffusionskoeffizient	NOUN	NN	oa	haben	VERB	[niedrige]	2	b2	8
.	--	PUNCT	$.	punct	sind	AUX	[]	2	b2	8
Die	der	DET	ART	nk	Phosphatverarmungszonen	NOUN	[]	2	b2	9
Phosphatverarmungszonen	Phosphatverarmungszon	NOUN	NN	sb	überlappen	VERB	[Die, von]	2	b2	9
von	von	ADP	APPR	pg	Phosphatverarmungszonen	NOUN	[Wurzeln]	2	b2	9
zwei	zwei	NUM	CARD	nk	Wurzeln	NOUN	[]	2	b2	9
Wurzeln	Wurzel	NOUN	NN	nk	von	ADP	[zwei, ,, sind]	2	b2	9
,	--	PUNCT	$,	punct	Wurzeln	NOUN	[]	2	b2	9
die	der	PRON	PRELS	sb	sind	AUX	[]	2	b2	9
sehr	sehr	ADV	ADV	mo	nah	ADV	[]	2	b2	9
nah	nah	ADV	ADJD	mo	beieinander	ADV	[sehr]	2	b2	9
beieinander	beieinand	ADV	ADV	pd	sind	AUX	[nah]	2	b2	9
sind	sein	AUX	VAFIN	rc	Wurzeln	NOUN	[die, beieinander]	2	b2	9
,	--	PUNCT	$,	punct	überlappen	VERB	[]	2	b2	9
überlappen	überlappen	VERB	VVFIN	ROOT	überlappen	VERB	[Phosphatverarmungszonen, ,, sich, kaum, erhöht, .]	2	b2	9
sich	sich	PRON	PRF	oa	überlappen	VERB	[]	2	b2	9
kaum	kaum	ADV	ADV	mo	überlappen	VERB	[und]	2	b2	9
und	und	CCONJ	KON	cd	kaum	ADV	[Wurzelsystem]	2	b2	9
ein	ein	DET	ART	nk	Wurzelsystem	NOUN	[]	2	b2	9
reich	reich	ADV	ADJD	mo	verzweigtes	ADJ	[]	2	b2	9
verzweigtes	verzweigt	ADJ	ADJA	nk	Wurzelsystem	NOUN	[reich]	2	b2	9
Wurzelsystem	Wurzelsystem	NOUN	NN	cj	und	CCONJ	[ein, verzweigtes]	2	b2	9
erhöht	erhöhen	VERB	VVFIN	mo	überlappen	VERB	[Phosphataufnahme, bei, daher, enorm]	2	b2	9
die	der	DET	ART	nk	Phosphataufnahme	NOUN	[]	2	b2	9
Phosphataufnahme	Phosphataufnahme	NOUN	NN	oa	erhöht	VERB	[die]	2	b2	9
bei	bei	ADP	APPR	mo	erhöht	VERB	[Phosphatversorgung]	2	b2	9
knapper	knapp	ADJ	ADJA	nk	Phosphatversorgung	NOUN	[]	2	b2	9
Phosphatversorgung	Phosphatversorgung	NOUN	NN	nk	bei	ADP	[knapper]	2	b2	9
daher	daher	ADV	PROAV	mo	erhöht	VERB	[]	2	b2	9
enorm	enorm	ADV	ADJD	mo	erhöht	VERB	[]	2	b2	9
.	--	PUNCT	$.	punct	überlappen	VERB	[]	2	b2	9
Ein	ein	DET	ART	nk	Wurzelsystem	NOUN	[]	2	b2	10
extensiv	extensiv	ADV	ADJD	mo	ausgebildetes	ADJ	[]	2	b2	10
ausgebildetes	ausgebildet	ADJ	ADJA	nk	Wurzelsystem	NOUN	[extensiv]	2	b2	10
Wurzelsystem	Wurzelsystem	NOUN	NN	sb	kann	AUX	[Ein, ausgebildetes, mit]	2	b2	10
mit	mit	ADP	APPR	mnr	Wurzelsystem	NOUN	[Zwischenräumen]	2	b2	10
größeren	groß	ADJ	ADJA	nk	Zwischenräumen	NOUN	[]	2	b2	10
Zwischenräumen	Zwischenräume	NOUN	NN	nk	mit	ADP	[größeren, dagegen]	2	b2	10
dagegen	dagegen	ADV	PROAV	mnr	Zwischenräumen	NOUN	[]	2	b2	10
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Wurzelsystem, Nitrataufnahme, maximieren, .]	2	b2	10
die	der	DET	ART	nk	Nitrataufnahme	NOUN	[]	2	b2	10
Nitrataufnahme	Nitrataufnahme	NOUN	NN	sb	kann	AUX	[die]	2	b2	10
maximieren	maximieren	VERB	VVINF	oc	kann	AUX	[]	2	b2	10
.	--	PUNCT	$.	punct	kann	AUX	[]	2	b2	10
In	in	ADP	APPR	mo	veranlasst	VERB	[Rekombinationsreparatur]	1	b1	1
der	der	DET	ART	nk	Rekombinationsreparatur	NOUN	[]	1	b1	1
homologen	homolog	ADJ	ADJA	nk	Rekombinationsreparatur	NOUN	[]	1	b1	1
Rekombinationsreparatur	Rekombinationsreparatur	NOUN	NN	nk	In	ADP	[der, homologen]	1	b1	1
veranlasst	veranlassen	VERB	VVFIN	ROOT	veranlasst	VERB	[In, RecA, in, Auflösung, :]	1	b1	1
RecA	RecA	NOUN	NE	sb	veranlasst	VERB	[]	1	b1	1
in	in	ADP	APPR	mo	veranlasst	VERB	[Verbindung]	1	b1	1
Verbindung	Verbindung	NOUN	NN	nk	in	ADP	[mit]	1	b1	1
mit	mit	ADP	APPR	op	Verbindung	NOUN	[Reihe]	1	b1	1
einer	ein	DET	ART	nk	Reihe	NOUN	[]	1	b1	1
Reihe	Reihe	NOUN	NN	nk	mit	ADP	[einer, Proteine]	1	b1	1
weiterer	weit	ADJ	ADJA	nk	Proteine	NOUN	[]	1	b1	1
Proteine	Protein	NOUN	NN	ag	Reihe	NOUN	[weiterer]	1	b1	1
die	der	DET	ART	nk	Auflösung	NOUN	[]	1	b1	1
Auflösung	Auflösung	NOUN	NN	oa	veranlasst	VERB	[die, Replikationsgabel]	1	b1	1
der	der	DET	ART	nk	Replikationsgabel	NOUN	[]	1	b1	1
angehaltenen	angehalten	ADJ	ADJA	nk	Replikationsgabel	NOUN	[]	1	b1	1
Replikationsgabel	Replikationsgabel	NOUN	NN	ag	Auflösung	NOUN	[der, angehaltenen]	1	b1	1
:	--	PUNCT	$.	punct	veranlasst	VERB	[]	1	b1	1
Kommt	kommen	VERB	VVFIN	mo	löst	VERB	[Replikationskomplex, an]	1	b1	2
der	der	DET	ART	nk	Replikationskomplex	NOUN	[]	1	b1	2
Replikationskomplex	Replikationskomplex	NOUN	NN	sb	Kommt	VERB	[der]	1	b1	2
an	an	ADP	APPR	mo	Kommt	VERB	[DNA-Stelle]	1	b1	2
eine	ein	DET	ART	nk	DNA-Stelle	NOUN	[]	1	b1	2
schadhafte	schadhaft	ADJ	ADJA	nk	DNA-Stelle	NOUN	[]	1	b1	2
DNA-Stelle	DNA-Stelle	NOUN	NN	nk	an	ADP	[eine, schadhafte]	1	b1	2
,	--	PUNCT	$,	punct	löst	VERB	[]	1	b1	2
löst	lösen	VERB	VVFIN	ROOT	löst	VERB	[Kommt, ,, er, sich, und, .]	1	b1	2
er	er	PRON	PPER	sb	löst	VERB	[]	1	b1	2
sich	sich	PRON	PRF	oa	löst	VERB	[]	1	b1	2
und	und	CCONJ	KON	cd	löst	VERB	[überspringt]	1	b1	2
überspringt	überspringen	VERB	VVFIN	cj	und	CCONJ	[Schaden, ,, fortzufahren]	1	b1	2
den	der	DET	ART	nk	Schaden	NOUN	[]	1	b1	2
Schaden	Schaden	NOUN	NN	oa	überspringt	VERB	[den]	1	b1	2
,	--	PUNCT	$,	punct	überspringt	VERB	[]	1	b1	2
um	um	SCONJ	KOUI	cp	fortzufahren	VERB	[]	1	b1	2
an	an	ADP	APPR	mo	fortzufahren	VERB	[Stelle]	1	b1	2
anderer	anderer	ADJ	ADJA	nk	Stelle	NOUN	[]	1	b1	2
Stelle	Stelle	NOUN	NN	nk	an	ADP	[anderer]	1	b1	2
fortzufahren	fortfahren	VERB	VVIZU	mo	überspringt	VERB	[um, an]	1	b1	2
.	--	PUNCT	$.	punct	löst	VERB	[]	1	b1	2
Es	es	PRON	PPER	ph	entsteht	VERB	[]	1	b1	3
entsteht	entstehen	VERB	VVFIN	ROOT	entsteht	VERB	[Es, Replikationslücke, .]	1	b1	3
eine	ein	DET	ART	nk	Replikationslücke	NOUN	[]	1	b1	3
Replikationslücke	Replikationslücke	NOUN	NN	sb	entsteht	VERB	[eine, im]	1	b1	3
im	in	ADP	APPRART	mnr	Replikationslücke	NOUN	[Tochterstrang]	1	b1	3
Tochterstrang	Tochterstrang	NOUN	NN	nk	im	ADP	[,, kann]	1	b1	3
,	--	PUNCT	$,	punct	Tochterstrang	NOUN	[]	1	b1	3
die	der	PRON	PRELS	sb	kann	AUX	[]	1	b1	3
über	über	ADP	ADV	mo	800	NUM	[]	1	b1	3
800	800	NUM	CARD	nk	Basen	NOUN	[über]	1	b1	3
Basen	Base	NOUN	NN	oa	umfassen	VERB	[800]	1	b1	3
umfassen	umfassen	VERB	VVINF	oc	kann	AUX	[Basen]	1	b1	3
kann	können	AUX	VMFIN	rc	Tochterstrang	NOUN	[die, umfassen]	1	b1	3
.	--	PUNCT	$.	punct	entsteht	VERB	[]	1	b1	3
Bei	bei	ADP	APPR	mo	bindet	VERB	[Reparatur]	1	b1	4
der	der	DET	ART	nk	Reparatur	NOUN	[]	1	b1	4
""""	--	PUNCT	$LRB	punct	Reparatur	NOUN	[]	1	b1	4
rekombinatorischen	rekombinatorisch	ADJ	ADJA	nk	Reparatur	NOUN	[]	1	b1	4
Reparatur	Reparatur	NOUN	NN	nk	Bei	ADP	"[der, "", rekombinatorischen, ""]"	1	b1	4
""""	--	PUNCT	$LRB	punct	Reparatur	NOUN	[]	1	b1	4
bindet	binden	VERB	VVFIN	ROOT	bindet	VERB	[Bei, RecA-Protein, an, links, und, .]	1	b1	4
das	der	DET	ART	nk	RecA-Protein	NOUN	[]	1	b1	4
RecA-Protein	RecA-Protein	NOUN	NN	sb	bindet	VERB	[das]	1	b1	4
an	an	ADP	APPR	mo	bindet	VERB	[Einzelstrang-DNA-Enden]	1	b1	4
die	der	DET	ART	nk	Einzelstrang-DNA-Enden	NOUN	[]	1	b1	4
Einzelstrang-DNA-Enden	Einzelstrang-DNA-Ende	NOUN	NN	nk	an	ADP	[die]	1	b1	4
links	links	ADV	ADV	mo	bindet	VERB	[und]	1	b1	4
und	und	CCONJ	KON	cd	links	ADV	[rechts, Replikationslücke]	1	b1	4
rechts	rechts	ADV	ADV	cj	und	CCONJ	[]	1	b1	4
der	der	DET	ART	nk	Replikationslücke	NOUN	[]	1	b1	4
Replikationslücke	Replikationslücke	NOUN	NN	cj	und	CCONJ	[der]	1	b1	4
und	und	CCONJ	KON	cd	bindet	VERB	[sucht]	1	b1	4
sucht	suchen	VERB	VVFIN	cj	und	CCONJ	[Schwesterchromatide, nach, ab]	1	b1	4
die	der	DET	ART	nk	Schwesterchromatide	NOUN	[]	1	b1	4
Schwesterchromatide	Schwesterchromatide	NOUN	NN	oa	sucht	VERB	[die, oder]	1	b1	4
oder	oder	CCONJ	KON	cd	Schwesterchromatide	NOUN	[Chromosom]	1	b1	4
das	der	DET	ART	nk	Chromosom	NOUN	[]	1	b1	4
homologe	homolog	ADJ	ADJA	nk	Chromosom	NOUN	[]	1	b1	4
Chromosom	Chromosom	NOUN	NN	cj	oder	CCONJ	[das, homologe]	1	b1	4
nach	nach	ADP	APPR	mo	sucht	VERB	[Sequenzen]	1	b1	4
homologen	homolog	ADJ	ADJA	nk	Sequenzen	NOUN	[]	1	b1	4
Sequenzen	Sequenz	NOUN	NN	nk	nach	ADP	[homologen]	1	b1	4
ab	ab	ADP	PTKVZ	svp	sucht	VERB	[]	1	b1	4
.	--	PUNCT	$.	punct	bindet	VERB	[]	1	b1	4
Ist	sein	AUX	VAFIN	mo	dringt	VERB	[Stelle, gefunden]	1	b1	5
eine	ein	DET	ART	nk	Stelle	NOUN	[]	1	b1	5
solche	solcher	DET	PIAT	nk	Stelle	NOUN	[]	1	b1	5
Stelle	Stelle	NOUN	NN	sb	Ist	AUX	[eine, solche]	1	b1	5
gefunden	finden	VERB	VVPP	oc	Ist	AUX	[]	1	b1	5
,	--	PUNCT	$,	punct	dringt	VERB	[]	1	b1	5
dringt	dringen	VERB	VVFIN	ROOT	dringt	VERB	[Ist, ,, Komplex, in, ein, ,, verdrängt, .]	1	b1	5
der	der	DET	ART	nk	Komplex	NOUN	[]	1	b1	5
Komplex	Komplex	NOUN	NN	sb	dringt	VERB	[der]	1	b1	5
in	in	ADP	APPR	mo	dringt	VERB	[Doppelhelix]	1	b1	5
die	der	DET	ART	nk	Doppelhelix	PROPN	[]	1	b1	5
Doppelhelix	Doppelhelix	PROPN	NN	nk	in	ADP	[die]	1	b1	5
ein	ein	ADV	PTKVZ	svp	dringt	VERB	[]	1	b1	5
,	--	PUNCT	$,	punct	dringt	VERB	[]	1	b1	5
verdrängt	verdrängen	VERB	VVFIN	cj	dringt	VERB	[homologen, und]	1	b1	5
den	der	DET	ART	nk	homologen	NOUN	[]	1	b1	5
homologen	Homolog	NOUN	ADJA	da	verdrängt	VERB	[den]	1	b1	5
und	und	CCONJ	KON	cd	verdrängt	VERB	[bindet]	1	b1	5
bindet	binden	VERB	VVFIN	cj	und	CCONJ	[Strang]	1	b1	5
den	der	DET	ART	nk	Strang	NOUN	[]	1	b1	5
komplementären	komplementär	ADJ	ADJA	nk	Strang	NOUN	[]	1	b1	5
Strang	Strang	NOUN	NN	oa	bindet	VERB	[den, komplementären]	1	b1	5
.	--	PUNCT	$.	punct	dringt	VERB	[]	1	b1	5
Dieser	dieser	PRON	PDS	sb	dient	VERB	[]	1	b1	6
dient	dienen	VERB	VVFIN	ROOT	dient	VERB	[Dieser, dann, als, zum, .]	1	b1	6
dann	dann	ADV	ADV	mo	dient	VERB	[]	1	b1	6
als	als	ADP	APPR	mo	dient	VERB	[Matrize]	1	b1	6
Matrize	Matriz	NOUN	NN	nk	als	ADP	[]	1	b1	6
zum	zu	ADP	APPRART	mo	dient	VERB	[Auffüllen]	1	b1	6
Auffüllen	auffüllen	NOUN	NN	nk	zum	ADP	[Replikationslücke]	1	b1	6
der	der	DET	ART	nk	Replikationslücke	NOUN	[]	1	b1	6
Replikationslücke	Replikationslück	NOUN	NN	ag	Auffüllen	NOUN	[der]	1	b1	6
.	--	PUNCT	$.	punct	dient	VERB	[]	1	b1	6
Der	der	DET	ART	nk	Strang	NOUN	[]	1	b1	7
verdrängte	verdrängen	ADJ	ADJA	nk	Strang	NOUN	[]	1	b1	7
Strang	Strang	NOUN	NN	sb	paart	ADV	[Der, verdrängte]	1	b1	7
paart	paaren	ADV	VVFIN	ROOT	paart	ADV	[Strang, sich, mit, .]	1	b1	7
sich	sich	PRON	PRF	oa	paart	ADV	[]	1	b1	7
mit	mit	ADP	APPR	mo	paart	ADV	[Strang]	1	b1	7
dem	der	DET	ART	nk	Strang	NOUN	[]	1	b1	7
Strang	Strang	NOUN	NN	nk	mit	ADP	[dem, ,, aufweist]	1	b1	7
,	--	PUNCT	$,	punct	Strang	NOUN	[]	1	b1	7
der	der	PRON	PRELS	sb	aufweist	VERB	[]	1	b1	7
den	der	DET	ART	nk	DNA-Schaden	NOUN	[]	1	b1	7
DNA-Schaden	DNA-Schad	NOUN	NN	da	aufweist	VERB	[den]	1	b1	7
aufweist	aufweist	VERB	VVFIN	rc	Strang	NOUN	[der, DNA-Schaden]	1	b1	7
.	--	PUNCT	$.	punct	paart	ADV	[]	1	b1	7
Durch	durch	ADP	APPR	mo	bilden	VERB	[Endonuklease-Schnitte]	1	b1	8
Endonuklease-Schnitte	Endonuklease-Schnitte	NOUN	NN	nk	Durch	ADP	[und]	1	b1	8
und	und	CCONJ	KON	cd	Endonuklease-Schnitte	NOUN	[Ligation]	1	b1	8
anschließende	anschließend	ADJ	ADJA	nk	Ligation	NOUN	[]	1	b1	8
Ligation	Ligation	NOUN	NN	cj	und	CCONJ	[anschließende]	1	b1	8
bilden	bilden	VERB	VVFIN	ROOT	bilden	VERB	[Durch, sich, letztendlich, wieder, Doppelhelices, aus, .]	1	b1	8
sich	sich	PRON	PRF	oa	bilden	VERB	[]	1	b1	8
letztendlich	letztendlich	ADV	ADV	mo	bilden	VERB	[]	1	b1	8
wieder	wieder	ADV	ADV	mo	bilden	VERB	[]	1	b1	8
zwei	zwei	NUM	CARD	nk	Doppelhelices	NOUN	[]	1	b1	8
komplette	komplett	ADJ	ADJA	nk	Doppelhelices	NOUN	[]	1	b1	8
Doppelhelices	Doppelhelices	NOUN	NN	sb	bilden	VERB	[zwei, komplette]	1	b1	8
aus	aus	ADP	PTKVZ	svp	bilden	VERB	[]	1	b1	8
.	--	PUNCT	$.	punct	bilden	VERB	[]	1	b1	8
Zu	zu	PART	PTKZU	pm	beachten	VERB	[]	1	b1	9
beachten	beachten	VERB	VVINF	oc	ist	AUX	[Zu]	1	b1	9
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[beachten, ,, wird, .]	1	b1	9
,	--	PUNCT	$,	punct	ist	AUX	[]	1	b1	9
dass	dass	SCONJ	KOUS	cp	wird	AUX	[]	1	b1	9
der	der	DET	ART	nk	DNA-Schaden	NOUN	[]	1	b1	9
ursprüngliche	ursprünglich	ADJ	ADJA	nk	DNA-Schaden	NOUN	[]	1	b1	9
DNA-Schaden	DNA-Schad	NOUN	NN	sb	wird	AUX	[der, ursprüngliche]	1	b1	9
bei	bei	ADP	APPR	mo	behoben	VERB	[Reparatur]	1	b1	9
dieser	dieser	DET	PDAT	nk	Reparatur	NOUN	[]	1	b1	9
Reparatur	Reparatur	NOUN	NN	nk	bei	ADP	[dieser]	1	b1	9
nicht	nicht	PART	PTKNEG	ng	behoben	VERB	[]	1	b1	9
behoben	beheben	VERB	VVPP	oc	wird	AUX	[bei, nicht]	1	b1	9
wird	werden	AUX	VAFIN	sb	ist	AUX	[dass, DNA-Schaden, behoben, ,, sondern]	1	b1	9
,	--	PUNCT	$,	punct	wird	AUX	[]	1	b1	9
sondern	sondern	CCONJ	KON	cd	wird	AUX	[Lücke]	1	b1	9
nur	nur	ADV	ADV	mo	Lücke	NOUN	[]	1	b1	9
die	der	DET	ART	nk	Lücke	NOUN	[]	1	b1	9
Lücke	Lücke	NOUN	NN	cj	sondern	CCONJ	[nur, die, im]	1	b1	9
im	in	ADP	APPRART	mnr	Lücke	NOUN	[Tochterstrang]	1	b1	9
Tochterstrang	Tochterstrang	NOUN	NN	nk	im	ADP	[]	1	b1	9
.	--	PUNCT	$.	punct	ist	AUX	[]	1	b1	9
In	in	ADP	APPR	mo	ist	AUX	[Hefen]	1	b1	10
Hefen	Hefen	NOUN	NN	nk	In	ADP	[und]	1	b1	10
und	und	CCONJ	KON	cd	Hefen	NOUN	[Eukaryoten]	1	b1	10
höheren	hoch	ADJ	ADJA	nk	Eukaryoten	NOUN	[]	1	b1	10
Eukaryoten	Eukaryot	NOUN	NN	cj	und	CCONJ	[höheren]	1	b1	10
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[In, System, in, ebenfalls, vorhanden, .]	1	b1	10
dieses	dieser	DET	PDAT	nk	System	NOUN	[]	1	b1	10
System	System	NOUN	NN	sb	ist	AUX	[dieses]	1	b1	10
in	in	ADP	APPR	mo	ist	AUX	[Form]	1	b1	10
ähnlicher	ähnlich	ADJ	ADJA	nk	Form	NOUN	[]	1	b1	10
Form	Form	NOUN	NN	nk	in	ADP	[ähnlicher]	1	b1	10
ebenfalls	ebenfalls	ADV	ADV	mo	ist	AUX	[]	1	b1	10
vorhanden	vorhanden	ADV	ADJD	pd	ist	AUX	[]	1	b1	10
.	--	PUNCT	$.	punct	ist	AUX	[]	1	b1	10
Photonische	Photonische	ADJ	ADJA	nk	Kristalle	NOUN	[]	8	p2	1
Kristalle	Kristalle	NOUN	NN	sb	sind	AUX	[Photonische]	8	p2	1
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Kristalle, räumlich, Anordnungen, .]	8	p2	1
räumlich	räumlich	ADV	ADJD	mo	sind	AUX	[]	8	p2	1
periodische	periodisch	ADJ	ADJA	nk	Anordnungen	NOUN	[]	8	p2	1
Anordnungen	Anordnung	NOUN	NN	pd	sind	AUX	[periodische, von, mit]	8	p2	1
von	von	ADP	APPR	pg	Anordnungen	NOUN	[Medien]	8	p2	1
dielektrischen	dielektrisch	ADJ	ADJA	nk	Medien	NOUN	[]	8	p2	1
Medien	Medium	NOUN	NN	nk	von	ADP	[dielektrischen]	8	p2	1
mit	mit	ADP	APPR	mnr	Anordnungen	NOUN	[Dielektrizitätskonstante]	8	p2	1
unterschiedlicher	unterschiedlich	ADJ	ADJA	nk	Dielektrizitätskonstante	NOUN	[]	8	p2	1
Dielektrizitätskonstante	Dielektrizitätskonstante	NOUN	NN	nk	mit	ADP	[unterschiedlicher, und]	8	p2	1
und	und	CCONJ	KON	cd	Dielektrizitätskonstante	NOUN	[Brechzahlen]	8	p2	1
damit	damit	ADV	PROAV	mo	unterschiedlichen	ADJ	[]	8	p2	1
unterschiedlichen	unterschiedlich	ADJ	ADJA	nk	Brechzahlen	NOUN	[damit]	8	p2	1
Brechzahlen	Brechzahle	NOUN	NN	cj	und	CCONJ	[unterschiedlichen]	8	p2	1
.	--	PUNCT	$.	punct	sind	AUX	[]	8	p2	1
Man	man	PRON	PIS	sb	kann	AUX	[]	8	p2	2
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Man, realisieren, sind, .]	8	p2	2
sie	sie	PRON	PPER	oa	realisieren	VERB	[]	8	p2	2
realisieren	realisieren	VERB	VVINF	oc	kann	AUX	[sie, durch]	8	p2	2
durch	durch	ADP	APPR	mo	realisieren	VERB	[Materialien]	8	p2	2
transparente	transparent	ADJ	ADJA	nk	Materialien	NOUN	[]	8	p2	2
Materialien	Material	NOUN	NN	nk	durch	ADP	[transparente, ,]	8	p2	2
,	--	PUNCT	$,	punct	Materialien	NOUN	[]	8	p2	2
in	in	ADP	APPR	mo	eingebaut	VERB	[Strukturen]	8	p2	2
die	der	DET	PRELS	nk	Strukturen	NOUN	[]	8	p2	2
periodische	periodisch	ADJ	ADJA	nk	Strukturen	NOUN	[]	8	p2	2
Strukturen	Struktur	NOUN	NN	nk	in	ADP	[die, periodische, z.B., liegen]	8	p2	2
(	--	PUNCT	$LRB	punct	z.B.	NOUN	[]	8	p2	2
z.B.	z.B.	NOUN	NN	par	Strukturen	NOUN	[(, Mikrozylinder, )]	8	p2	2
dielektrische	dielektrisch	ADJ	ADJA	nk	Mikrozylinder	NOUN	[]	8	p2	2
Mikrozylinder	Mikrozylind	NOUN	NN	nk	z.B.	NOUN	[dielektrische, oder]	8	p2	2
oder	oder	CCONJ	KON	cd	Mikrozylinder	NOUN	[Kügelchen]	8	p2	2
Kügelchen	Kügelche	NOUN	NN	cj	oder	CCONJ	[]	8	p2	2
)	--	PUNCT	$LRB	punct	z.B.	NOUN	[]	8	p2	2
eingebaut	einbauen	VERB	VVPP	pd	sind	AUX	[in]	8	p2	2
sind	sein	AUX	VAFIN	oc	kann	AUX	[eingebaut, ,]	8	p2	2
,	--	PUNCT	$,	punct	sind	AUX	[]	8	p2	2
deren	der	DET	PRELAT	ag	Abstände	NOUN	[]	8	p2	2
Abstände	Abständ	NOUN	NN	sb	liegen	VERB	[deren]	8	p2	2
in	in	ADP	APPR	mo	liegen	VERB	[Größenordnung]	8	p2	2
der	der	DET	ART	nk	Größenordnung	NOUN	[]	8	p2	2
Größenordnung	Größenordnung	NOUN	NN	nk	in	ADP	[der, Wellenlänge]	8	p2	2
der	der	DET	ART	nk	Wellenlänge	NOUN	[]	8	p2	2
optischen	optisch	ADJ	ADJA	nk	Wellenlänge	NOUN	[]	8	p2	2
Wellenlänge	Wellenlang	NOUN	NN	ag	Größenordnung	NOUN	[der, optischen]	8	p2	2
liegen	liegen	VERB	VVFIN	rc	Strukturen	NOUN	[Abstände, in]	8	p2	2
.	--	PUNCT	$.	punct	kann	AUX	[]	8	p2	2
Sie	sie	PRON	PPER	sb	beeinflussen	VERB	[]	8	p2	3
beeinflussen	beeinflussen	VERB	VVFIN	ROOT	beeinflussen	VERB	[Sie, deshalb, Ausbreitung, .]	8	p2	3
deshalb	deshalb	ADV	PROAV	mo	beeinflussen	VERB	[]	8	p2	3
die	der	DET	ART	nk	Ausbreitung	NOUN	[]	8	p2	3
Ausbreitung	Ausbreitung	NOUN	NN	oa	beeinflussen	VERB	[die, von]	8	p2	3
von	von	ADP	APPR	pg	Ausbreitung	NOUN	[Licht]	8	p2	3
Licht	Licht	NOUN	NN	nk	von	ADP	[in]	8	p2	3
in	in	ADP	APPR	mnr	Licht	NOUN	[Materialien]	8	p2	3
diesen	dieser	DET	PDAT	nk	Materialien	NOUN	[]	8	p2	3
Materialien	Material	NOUN	NN	nk	in	ADP	[diesen]	8	p2	3
.	--	PUNCT	$.	punct	beeinflussen	VERB	[]	8	p2	3
Fällt	fallen	VERB	VVFIN	re	so	ADV	[Lichtwelle, auf]	8	p2	4
eine	ein	DET	ART	nk	Lichtwelle	NOUN	[]	8	p2	4
